CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,Occupation,WebsiteVisits,Churn,LastPurchaseDate
85816,64,Female,Guangzhou,Platinum,86,20568.72873,Electronics,Professional,1,0,2023/10/24
85876,21,Male,Shanghai,Platinum,43,6987.488002,Home Goods,Self-Employed,25,1,2023/12/9
86087,37,Female,Hangzhou,Silver,39,3333.468241,Electronics,Student,11,0,2023/9/9
85870,41,Male,Shenzhen,Gold,24,1380.607266,Home Goods,Self-Employed,7,0,2023/10/24
85938,22,Female,wuhan,Bronze,31,3839.27144,Books,Self-Employed,15,0,2023/11/7
86205,20,Male,Shenzhen,Gold,28,3147.764514,Clothing,Unemployed,22,1,2023/9/6
85926,29,Male,Chongqing,Gold,45,3937.87886,Sports,Professional,7,0,2023/7/21
86250,29,Female,Shanghai,Silver,81,20614.281,Electronics,Self-Employed,16,1,2023/11/2
86412,27,Male,Guangzhou,Platinum,40,9728.103369,Home Goods,Professional,21,0,2023/10/1
85973,24,Female,Shenzhen,Silver,47,5687.633764,Electronics,Self-Employed,25,0,2023/10/8
86414,28,Female,Shenzhen,Gold,67,16804.31884,Clothing,Professional,22,0,2023/11/25
85921,23,Male,Beijing,Gold,90,14566.65787,Sports,Professional,15,1,2023/9/13
86600,23,Male,Hangzhou,Gold,20,2600.671299,Clothing,Unemployed,22,0,2023/4/17
86086,22,Male,Beijing,Platinum,40,7616.688874,Electronics,Unemployed,30,0,2023/10/15
86063,57,Male,chengdu,Gold,29,2133.486851,Electronics,Professional,14,1,2023/9/14
86470,37,Female,wuhan,Silver,43,4101.121129,Books,Student,11,1,2023/12/29
86275,43,Male,Chongqing,Bronze,13,424.1704312,Books,Professional,3,1,2023/11/16
86328,41,Female,Shenzhen,Gold,52,5501.023648,Clothing,Student,4,0,2023/11/28
85935,21,Male,Shenzhen,Gold,13,1138.359498,Clothing,Professional,13,1,2023/12/5
86130,67,Male,Shanghai,Platinum,39,6074.818941,Electronics,Professional,15,0,2023/9/28
86060,46,Female,Beijing,Silver,81,,Home Goods,Student,15,1,2023/7/25
86656,41,Male,wuhan,Gold,20,1219.338368,Home Goods,Unemployed,9,1,2023/11/28
86583,30,Female,Hangzhou,Silver,42,7557.758339,Home Goods,Professional,26,0,2023/1/5
86367,41,Male,Beijing,Silver,25,2715.713581,Electronics,Unemployed,3,0,2023/12/25
85910,25,Male,Shenzhen,Silver,29,1958.506654,Books,Self-Employed,26,0,2023/11/15
86175,39,Female,wuhan,Silver,40,4785.471555,Sports,Unemployed,14,0,2023/10/30
86171,29,Female,Chongqing,Bronze,51,7476.054671,Clothing,Self-Employed,11,1,2023/10/10
86548,24,Female,Shenzhen,Bronze,46,7297.486041,Clothing,Self-Employed,25,1,2023/8/7
86126,24,Female,Guangzhou,Platinum,163,45508.0128,Clothing,Self-Employed,19,1,2023/12/11
86168,34,Female,Beijing,Silver,67,16034.75477,Clothing,Professional,5,1,2023/11/1
86597,22,Female,Beijing,Gold,163,53979.71965,Clothing,Self-Employed,26,1,2023/10/1
85953,55,Female,Shanghai,Platinum,133,31009.42595,Clothing,Student,8,1,2023/11/11
86312,34,Male,wuhan,Bronze,14,658.1117297,Electronics,Professional,20,1,2023/8/5
86159,18,Female,Chongqing,Silver,42,4853.478759,Electronics,Self-Employed,13,1,2023/9/5
86242,23,Male,Shanghai,Silver,68,7696.239384,Electronics,Professional,16,1,2023/11/14
85782,45,Male,Beijing,Platinum,59,4171.053968,Sports,Student,8,0,2023/7/24
86041,48,Female,Hangzhou,Silver,26,3438.814281,Books,Student,4,1,2023/7/28
86318,31,Male,chengdu,Bronze,7,222.4245761,Electronics,Professional,14,1,2023/9/29
86459,34,Male,Chongqing,Gold,18,1454.127258,Sports,Professional,28,0,2023/7/23
86547,19,Female,Hangzhou,Bronze,44,6058.618176,Clothing,Student,15,0,2023/12/27
85739,31,Male,Shenzhen,Gold,24,1751.770471,Home Goods,Self-Employed,18,0,2023/10/20
86576,67,Female,Shenzhen,Silver,44,5730.592626,Home Goods,Unemployed,5,1,2023/10/22
85991,40,Male,chengdu,Silver,23,879.8891209,Electronics,Professional,15,1,2023/8/27
86310,43,Male,Hangzhou,Bronze,8,252.8139041,Books,Professional,5,0,2023/10/26
86340,18,Female,wuhan,Silver,74,,Clothing,Self-Employed,28,0,2023/12/14
86463,57,Male,Chongqing,Bronze,15,660.6395685,Books,Student,4,1,2023/8/15
86632,51,Male,Guangzhou,Silver,38,2228.115215,Home Goods,Professional,1,0,2023/8/8
85888,25,Female,Shenzhen,Silver,45,4550.342155,Sports,Unemployed,30,0,2023/10/2
85771,18,Female,Hangzhou,Bronze,34,3889.112252,Books,Unemployed,11,0,2023/10/15
86257,36,Male,wuhan,Bronze,12,543.4076028,Electronics,Student,7,0,2023/9/30
86140,37,Male,Shanghai,Gold,58,3263.96504,Home Goods,Unemployed,2,1,2023/10/10
86197,23,Female,Shenzhen,Gold,94,8761.527831,Electronics,Self-Employed,23,1,2023/7/27
85929,24,Male,Shenzhen,Bronze,22,869.5595183,Electronics,Unemployed,16,0,2023/12/18
86059,30,Female,Guangzhou,Silver,85,21053.19499,Home Goods,Professional,26,1,2023/1/25
86219,28,Female,Hangzhou,Bronze,46,4929.900299,Sports,Self-Employed,16,1,2023/4/11
86056,27,Male,Shenzhen,Silver,38,1943.548668,Home Goods,Self-Employed,10,1,2023/7/25
86163,54,Female,Shanghai,Platinum,81,22181.87543,Electronics,Unemployed,7,0,2023/11/4
86187,32,Female,Shanghai,Gold,115,29548.82676,Sports,Self-Employed,23,0,2023/11/26
86454,19,Male,chengdu,Silver,38,3509.254067,Books,Student,7,1,2023/12/20
86578,27,Female,Shanghai,Gold,129,55059.00642,Electronics,Self-Employed,22,0,2023/4/12
85796,21,Male,chengdu,Gold,45,4736.067095,Home Goods,Professional,16,1,2023/7/7
86620,26,Male,Hangzhou,Silver,10,662.0303249,Sports,Self-Employed,8,0,2023/10/5
85734,30,Male,Beijing,Gold,92,10336.05911,Electronics,Student,23,0,2023/11/16
86518,34,Female,Shenzhen,Silver,28,2596.056587,Home Goods,Self-Employed,13,1,2023/12/28
86046,24,Male,Shenzhen,Gold,14,1111.894862,Clothing,Student,17,1,2023/7/27
85957,43,Male,Chongqing,Gold,16,800.5513529,Home Goods,Student,9,0,2023/4/6
86613,49,Male,Guangzhou,Platinum,59,7244.255936,Electronics,Unemployed,9,0,2023/7/18
86282,43,Male,Beijing,Platinum,54,5265.528566,Books,Self-Employed,6,1,2023/12/9
86169,33,Female,chengdu,Silver,46,2344.172559,Books,Student,7,0,2023/9/2
86304,37,Female,Shenzhen,Gold,40,6023.731103,Home Goods,Unemployed,5,0,2023/11/16
86270,41,Male,Shanghai,Silver,25,1489.01925,Home Goods,Professional,13,1,2023/11/22
86387,23,Female,Beijing,Gold,175,50039.47122,Books,Self-Employed,8,0,2023/12/12
86427,20,Female,wuhan,Bronze,38,4450.098289,Books,Student,10,1,2023/3/11
86298,30,Female,wuhan,Gold,72,10231.07542,Sports,Professional,30,1,2024/1/1
85986,55,Male,Hangzhou,Bronze,16,695.9166216,Books,Student,14,0,2023/7/26
85682,18,Female,Beijing,Gold,112,42940.35956,Clothing,Unemployed,28,0,2024/1/1
86203,34,Female,chengdu,Silver,44,5425.94235,Home Goods,Student,9,0,2023/11/25
86550,22,Female,Shanghai,Gold,175,69005.6037,Electronics,Student,25,0,2023/10/26
85775,28,Female,wuhan,Bronze,31,4601.808146,Home Goods,Self-Employed,12,0,2023/9/21
86289,31,Female,Hangzhou,Silver,51,5102.790268,Home Goods,Student,12,0,2023/8/13
86194,44,Male,Chongqing,Silver,25,964.12171,Electronics,Student,11,1,2023/10/21
85923,31,Female,chengdu,Bronze,33,3015.691753,Home Goods,Student,29,0,2023/7/7
85952,19,Female,wuhan,Gold,58,9112.123026,Clothing,Student,20,1,2023/9/23
86098,20,Male,Shenzhen,Silver,11,564.6669368,Home Goods,Professional,25,0,2023/11/21
86058,25,Male,Guangzhou,Platinum,73,11597.76165,Electronics,Self-Employed,15,0,2023/12/22
86069,38,Male,Hangzhou,Gold,11,791.5888163,Clothing,Unemployed,5,0,2023/11/18
85728,63,Male,Chongqing,Silver,10,441.2038105,Electronics,Self-Employed,13,0,2023/9/3
85708,28,Female,Guangzhou,Silver,130,50084.3832,Clothing,Professional,12,0,2023/8/23
85945,33,Female,chengdu,Gold,40,3816.560159,Books,Student,20,0,2023/11/12
85704,24,Female,Hangzhou,Bronze,51,6373.238113,Electronics,Self-Employed,20,0,2023/10/18
86077,18,Female,Guangzhou,Gold,136,46029.63183,Home Goods,Professional,6,1,2023/11/26
86431,24,Female,Shenzhen,Silver,78,7314.142993,Clothing,Self-Employed,25,0,2023/12/15
86649,41,Male,wuhan,Silver,16,544.7307217,Sports,Student,15,1,2023/8/19
86664,49,Female,wuhan,Silver,48,4058.007768,Clothing,Unemployed,7,1,2023/11/27
86131,18,Male,Beijing,Gold,36,8537.427347,Books,Unemployed,15,0,2023/11/5
86036,49,Male,Shanghai,Gold,16,1840.171792,Electronics,Self-Employed,5,1,2023/1/23
86534,25,Male,Guangzhou,Silver,64,12493.44521,Home Goods,Self-Employed,13,0,2023/9/22
86157,23,Female,Chongqing,Silver,73,13262.39919,Books,Professional,6,1,2023/10/18
86254,48,Female,Shenzhen,Gold,35,2547.922584,Sports,Student,5,1,2023/11/18
86660,27,Male,Shenzhen,Gold,15,1292.905614,Home Goods,Student,6,0,2023/7/14
86362,48,Male,wuhan,Silver,10,413.9144951,Clothing,Professional,11,0,2023/11/10
86538,27,Male,chengdu,Bronze,31,1752.659781,Books,Self-Employed,30,1,2023/10/5
86601,29,Male,Hangzhou,Silver,41,2815.326884,Electronics,Professional,13,1,2023/11/3
86052,23,Male,wuhan,Silver,34,3123.460215,Books,Unemployed,5,0,2023/11/17
85994,20,Male,Hangzhou,Silver,13,1340.474923,Books,Student,16,0,2023/8/10
86616,31,Female,Chongqing,Silver,31,3820.839621,Clothing,Self-Employed,28,1,2023/9/5
86025,67,Male,Guangzhou,Silver,33,2167.351772,Sports,Student,10,0,2023/10/20
86092,30,Male,Guangzhou,Platinum,29,,Clothing,Professional,10,0,2023/10/3
86619,21,Male,Guangzhou,Platinum,105,29782.53667,Books,Self-Employed,6,0,2023/9/13
86469,36,Male,Chongqing,Gold,13,1047.841825,Books,Self-Employed,3,1,2023/9/24
85819,34,Male,Guangzhou,Platinum,45,6929.219917,Sports,Student,6,1,2023/9/7
86500,51,Female,wuhan,Gold,,4166.203997,Sports,Unemployed,3,1,2023/9/19
86166,33,Male,Chongqing,Gold,11,563.2604597,Books,Student,23,1,2023/9/26
86425,19,Female,Shenzhen,Bronze,35,2939.269747,Electronics,Student,9,1,2023/3/23
85914,39,Male,Chongqing,Silver,17,930.8224232,Clothing,Self-Employed,3,1,2023/9/2
86322,20,Male,Shanghai,Silver,46,7853.976635,Electronics,Professional,14,1,2023/9/30
86560,49,Female,Beijing,Silver,76,18840.5511,Home Goods,Student,5,0,2023/4/11
85818,20,Male,Hangzhou,Bronze,11,800.7398824,Home Goods,Professional,25,0,2023/11/6
86441,35,Female,wuhan,Bronze,19,1881.176682,Electronics,Self-Employed,10,0,2023/10/20
86673,49,Female,wuhan,Bronze,,1075.794595,Sports,Self-Employed,10,0,2023/9/22
86141,21,Female,Beijing,Silver,146,21445.26456,Clothing,Self-Employed,18,1,2023/2/24
85989,66,Female,Shanghai,Gold,82,23952.39483,Home Goods,Self-Employed,1,0,2023/10/6
86663,43,Female,Chongqing,Bronze,28,2351.036521,Home Goods,Professional,6,1,2023/11/27
86596,32,Female,chengdu,Bronze,21,1387.320359,Home Goods,Self-Employed,17,1,2023/3/5
86391,65,Male,Beijing,Platinum,61,7173.723322,Sports,Self-Employed,6,1,2023/10/19
86132,48,Female,Shanghai,Platinum,122,40986.74343,Books,Student,4,1,2023/10/12
86447,29,Male,chengdu,Silver,21,2104.868738,Electronics,Student,19,0,2023/10/10
85878,40,Male,Guangzhou,Silver,,2857.62241,Electronics,Professional,5,1,2023/11/29
86508,47,Female,Shanghai,Platinum,77,22263.49672,Home Goods,Professional,5,1,2023/12/25
86506,51,Female,wuhan,Bronze,23,,Books,Student,8,1,2023/3/7
86109,56,Female,Beijing,Platinum,86,14417.41647,Home Goods,Unemployed,9,0,2023/10/31
85679,21,Male,Chongqing,Gold,29,1992.111798,Home Goods,Self-Employed,18,1,2023/9/26
86443,28,Female,Chongqing,Gold,61,7856.837321,Clothing,Unemployed,10,0,2023/9/26
86353,22,Female,Chongqing,Gold,92,13644.27863,Clothing,Student,21,1,2023/12/14
86396,31,Male,Beijing,Silver,24,,Sports,Student,18,0,2023/12/18
85889,26,Female,Guangzhou,Gold,187,66112.06436,Home Goods,Professional,27,0,2023/12/15
86327,37,Male,Chongqing,Gold,28,1940.957884,Books,Self-Employed,14,0,2023/9/30
85824,63,Female,chengdu,Gold,47,5990.975425,Clothing,Self-Employed,10,1,2023/8/26
86361,37,Male,Shenzhen,Silver,6,185.9028979,Sports,Self-Employed,2,0,2023/7/16
86174,32,Female,Guangzhou,Silver,54,11821.99414,Sports,Professional,15,1,2023/7/19
86006,25,Male,chengdu,Gold,36,2875.909025,Sports,Professional,7,1,2023/10/31
86653,46,Female,Hangzhou,Silver,45,5864.345205,Clothing,Student,7,0,2023/12/12
86491,22,Female,Hangzhou,Bronze,49,7354.589945,Clothing,Unemployed,7,1,2023/9/7
86294,25,Male,wuhan,Bronze,19,780.2224597,Electronics,Self-Employed,18,1,2023/12/28
86488,59,Female,Shanghai,Silver,92,14794.85383,Home Goods,Unemployed,4,1,2023/12/29
86190,18,Female,Shenzhen,Bronze,42,3748.813791,Home Goods,Self-Employed,5,0,2023/9/17
86192,28,Male,Hangzhou,Bronze,14,1038.923413,Sports,Student,22,0,2023/8/1
86614,47,Male,Guangzhou,Platinum,,4516.169525,Electronics,Unemployed,4,0,2023/7/22
85787,24,Female,Beijing,Platinum,146,62552.18441,Electronics,Professional,16,0,2023/9/11
86286,29,Male,Shenzhen,Bronze,24,,Books,Student,10,1,2023/10/2
85711,63,Female,Guangzhou,Gold,93,14723.25733,Books,Self-Employed,15,0,2023/10/7
86568,31,Female,Guangzhou,Silver,82,10782.57405,Clothing,Self-Employed,12,1,2023/10/18
86569,33,Male,chengdu,Gold,8,518.6413735,Home Goods,Student,14,0,2023/10/25
86666,34,Male,Guangzhou,Gold,37,3638.593713,Electronics,Self-Employed,22,0,2023/10/29
85832,66,Female,Guangzhou,Platinum,75,27980.2356,Electronics,Self-Employed,5,1,2023/7/11
85828,54,Male,Chongqing,Gold,20,1416.764114,Sports,Student,13,0,2023/4/17
85714,22,Female,Shenzhen,Silver,44,3298.285243,Electronics,Self-Employed,17,1,2023/12/31
86259,26,Male,chengdu,Bronze,14,613.7258754,Home Goods,Student,24,0,2023/12/14
86479,28,Female,Guangzhou,Silver,,46134.21968,Clothing,Student,30,1,2023/10/29
86266,19,Female,Shanghai,Platinum,146,48213.87644,Home Goods,Professional,5,0,2023/12/13
86638,21,Female,Hangzhou,Silver,62,6974.594098,Sports,Self-Employed,12,0,2023/9/25
85940,40,Female,Guangzhou,Gold,105,18942.38106,Clothing,Unemployed,4,1,2023/2/10
86080,50,Female,wuhan,Gold,60,8830.7435,Sports,Self-Employed,15,0,2024/1/1
85968,62,Female,chengdu,Silver,30,3618.120752,Clothing,Student,7,0,2023/12/21
86278,43,Female,Chongqing,Gold,53,5773.457976,Home Goods,Self-Employed,1,1,2023/10/25
86196,26,Male,Hangzhou,Silver,13,1351.733946,Home Goods,Self-Employed,26,1,2023/7/9
85692,23,Male,Shenzhen,Bronze,14,909.0286807,Books,Self-Employed,7,0,2023/11/20
86099,24,Male,Shenzhen,Gold,16,1271.360722,Sports,Student,27,1,2023/12/31
86201,46,Female,wuhan,Silver,31,3957.838303,Electronics,Self-Employed,15,1,2023/4/28
85982,22,Male,Guangzhou,Gold,87,14068.43609,Sports,Professional,27,0,2023/12/25
86296,56,Male,Guangzhou,Gold,19,1046.356958,Electronics,Student,1,0,2023/11/30
86468,47,Male,Shanghai,Platinum,23,2573.208812,Electronics,Student,14,1,2023/4/7
85736,41,Male,Shenzhen,Silver,14,503.3875155,Books,Self-Employed,15,1,2023/11/9
85753,43,Female,Shenzhen,Silver,46,5305.171929,Clothing,Self-Employed,7,0,2023/10/28
86354,21,Female,Shenzhen,Silver,47,3680.893006,Clothing,Professional,19,1,2023/11/8
85867,47,Male,Beijing,Platinum,54,5452.074042,Electronics,Student,15,1,2023/9/24
86424,25,Female,wuhan,Gold,65,10281.95556,Electronics,Self-Employed,5,0,2023/3/28
85855,50,Female,Hangzhou,Bronze,23,1592.065727,Home Goods,Student,4,1,2023/11/25
86209,46,Female,Shenzhen,Gold,54,8790.718673,Sports,Professional,6,0,2023/12/19
86158,47,Female,wuhan,Gold,,2467.803219,Home Goods,Self-Employed,9,1,2023/10/24
85874,60,Female,wuhan,Gold,63,7474.468579,Clothing,Student,2,1,2023/11/28
86038,31,Male,Shenzhen,Bronze,8,368.6281595,Home Goods,Unemployed,18,1,2023/10/29
86665,23,Female,Shanghai,Silver,97,34688.35734,Home Goods,Professional,22,1,2023/9/8
86136,49,Male,chengdu,Silver,16,488.2682119,Books,Student,3,1,2023/7/15
86030,27,Female,Shanghai,Platinum,184,56724.37169,Clothing,Professional,22,0,2023/11/4
85676,19,Male,chengdu,Silver,22,1979.032896,Books,Unemployed,26,1,2023/9/30
86152,35,Male,Chongqing,Silver,18,594.2972896,Clothing,Student,7,0,2023/10/28
86369,33,Female,Shanghai,Gold,85,18337.93362,Home Goods,Professional,29,0,2023/12/31
85927,30,Male,Shenzhen,Gold,44,2937.06545,Clothing,Self-Employed,17,1,2023/12/25
86341,21,Female,Shenzhen,Gold,74,17124.74788,Clothing,Unemployed,28,0,2023/10/22
85759,28,Male,Shenzhen,Bronze,31,2247.437361,Home Goods,Student,21,1,2023/9/11
86643,23,Male,Shanghai,Silver,48,9666.836925,Sports,Student,12,0,2023/12/6
85749,43,Female,Guangzhou,Gold,120,13406.02115,Clothing,Self-Employed,5,1,2023/11/14
86460,48,Male,Hangzhou,Silver,21,1150.606635,Electronics,Student,14,0,2023/9/3
86332,55,Female,chengdu,Gold,34,3411.752478,Sports,Professional,14,0,2023/2/24
86139,32,Male,Beijing,Silver,16,1868.318838,Electronics,Self-Employed,25,0,2023/12/7
86594,60,Female,Chongqing,Silver,29,2700.291917,Clothing,Unemployed,3,0,2023/10/22
85712,25,Male,Hangzhou,Silver,19,1113.58685,Clothing,Self-Employed,6,1,2023/11/30
86618,52,Male,Guangzhou,Silver,42,2352.17408,Home Goods,Professional,8,1,2023/12/10
86399,33,Female,Beijing,Platinum,118,32069.94577,Clothing,Self-Employed,16,1,2023/12/11
86110,53,Female,Shanghai,Gold,115,26564.8479,Home Goods,Professional,14,1,2023/11/30
85814,25,Male,chengdu,Gold,39,3340.75691,Sports,Professional,29,1,2023/11/3
86492,23,Female,Chongqing,Silver,61,5245.29471,Clothing,Self-Employed,20,1,2023/12/13
86276,29,Male,Hangzhou,Gold,39,4663.512265,Electronics,Professional,13,1,2023/8/5
86419,49,Male,Hangzhou,Silver,21,1329.030731,Electronics,Unemployed,15,1,2023/10/26
86145,27,Male,Chongqing,Silver,11,618.1198588,Electronics,Unemployed,25,1,2023/11/5
86016,29,Female,Shanghai,Gold,190,90030.41436,Electronics,Self-Employed,5,1,2023/12/16
86090,46,Female,wuhan,Gold,51,7726.494759,Home Goods,Professional,13,1,2023/12/25
86385,63,Female,chengdu,Bronze,29,1751.947669,Electronics,Student,1,1,2023/10/19
86231,20,Male,Guangzhou,Platinum,99,11607.57985,Clothing,Professional,13,1,2023/10/18
85724,61,Male,wuhan,Gold,13,1068.65332,Home Goods,Professional,9,1,2023/7/13
85836,29,Male,Beijing,Platinum,40,9690.467155,Electronics,Professional,20,0,2023/8/28
86439,48,Female,Shenzhen,Silver,42,2968.343232,Clothing,Self-Employed,4,1,2023/9/9
86530,28,Male,wuhan,Silver,28,2401.799601,Books,Professional,22,0,2023/12/21
86541,31,Female,chengdu,Gold,57,6401.978291,Books,Professional,25,0,2023/1/15
86198,18,Female,Shenzhen,Gold,58,,Home Goods,Unemployed,14,0,2023/11/23
86117,21,Female,Hangzhou,Silver,44,8208.182014,Clothing,Student,11,0,2023/12/6
85846,35,Female,chengdu,Bronze,21,1771.499491,Clothing,Professional,1,0,2023/7/7
86630,58,Female,Beijing,Gold,88,16028.7225,Clothing,Student,7,0,2023/4/19
86004,19,Male,Shenzhen,Silver,22,,Home Goods,Self-Employed,17,1,2023/11/28
86026,67,Male,Guangzhou,Platinum,68,6194.028746,Clothing,Self-Employed,4,0,2023/4/22
86531,38,Male,chengdu,Gold,16,1263.626104,Electronics,Student,13,0,2023/7/10
86440,24,Male,wuhan,Silver,11,560.2744952,Electronics,Student,8,1,2023/12/26
85713,20,Female,Shanghai,Platinum,119,58373.05957,Clothing,Self-Employed,30,1,2023/9/7
86526,28,Female,chengdu,Silver,50,8636.275445,Electronics,Student,13,1,2023/12/13
86549,19,Female,Shenzhen,Bronze,60,8464.487979,Sports,Student,16,0,2023/9/24
85830,32,Male,Shanghai,Platinum,46,8114.640713,Electronics,Professional,19,0,2023/11/13
85896,21,Male,Hangzhou,Bronze,28,1226.730439,Electronics,Student,21,0,2023/11/26
86315,25,Female,chengdu,Silver,53,10307.69421,Clothing,Self-Employed,21,1,2023/2/27
85884,46,Male,Shenzhen,Bronze,6,164.2495771,Books,Student,2,0,2023/12/18
86420,35,Male,Shenzhen,Gold,32,1520.025742,Books,Unemployed,12,1,2023/10/4
86634,52,Male,Chongqing,Bronze,14,383.8154659,Home Goods,Professional,3,0,2023/9/30
